clip_id,category,subcategory,prompt,palette,duration
blackliquidity-scam2-cashcounter-314,black_liquidity,scam-broll,"Macro shot of a cash counting machine flipping bills rapidly, dark background, neon red glow reflecting off the moving bills, shallow depth of field, realistic 4K, dark moody cinematic, high contrast. Fast push-in on the flipping bills. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam2-balancefreeze-315,black_liquidity,scam-broll,"Close-up of a phone screen showing an abstract trading balance animation climbing rapidly then suddenly freezing mid-motion, dark background, neon red rim light on the phone edge, realistic 4K, dark moody cinematic, high contrast. Fast push-in as the animation freezes. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam2-blockedicon-316,black_liquidity,scam-broll,"Extreme close-up of a red blocked-transaction icon flashing rhythmically on a dark phone screen, thin haze, shallow depth of field, realistic 4K, dark moody cinematic, high contrast. Slow creeping push-in as it flashes. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam2-foreclosure-317,black_liquidity,scam-broll,"Close-up of a dark envelope with a red wax seal sliding slowly under a door in a dim hallway, thin haze, shallow depth of field, realistic 4K, dark moody cinematic, high contrast. Slow push-in as the envelope stops. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam2-movingboxes-318,black_liquidity,scam-broll,"Wide shot of moving boxes stacked outside a house at night, a single porch light glowing warm against the dark, cinematic depth, realistic 4K, dark moody high contrast. Slow lateral tracking shot past the stacked boxes. No text overlay, no logo, no faces, no brand.",dark-warm,8s
blackliquidity-scam2-forsalesign-319,black_liquidity,scam-broll,"Close-up silhouette of a signpost against a deep red dusk sky, shape only, no readable text, thin haze, shallow depth of field, realistic 4K, dark moody cinematic, high contrast. Slow push-in on the silhouette. No readable text, no logo, no faces, no brand.",red-dusk,8s
blackliquidity-scam2-emptyliving-320,black_liquidity,scam-broll,"Wide shot of an empty living room, moonlight streaming through bare windows across the floor, a single chair left behind in the center, dramatic shadows, realistic 4K, dark moody cinematic, high contrast. Slow static hold with a subtle push-in. No text overlay, no logo, no faces, no brand.",blue-moonlight,8s
blackliquidity-scam3-emptyauditorium-321,black_liquidity,scam-broll,"Wide shot of rows of empty auditorium seats facing a glowing dark stage, a single red spotlight beam cutting through haze, dramatic depth, realistic 4K, dark moody cinematic, high contrast. Slow low dolly forward down the center aisle. No text overlay, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam3-notificationcascade-322,black_liquidity,scam-broll,"Close-up of a phone screen filling rapidly with cascading abstract notification bubbles, dark background, neon red accent glow, realistic 4K, dark moody cinematic, high contrast. Fast push-in as notifications multiply. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam3-qrcodeglow-323,black_liquidity,scam-broll,"Extreme close-up of an abstract blurred geometric code pattern glowing red on a dark poster board, out of focus and unreadable, thin haze, shallow depth of field, realistic 4K, dark moody cinematic, high contrast. Slow push-in as it glows. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam3-joinbutton-324,black_liquidity,scam-broll,"Macro shot of a fingertip tapping a glowing red abstract button on a phone screen, a pulse ripple effect spreading outward, thin haze, realistic 4K, dark moody cinematic, high contrast. Fast push-in on the tap. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam3-groupchatscroll-325,black_liquidity,scam-broll,"Wide close-up of an abstract group chat interface scrolling rapidly with glowing message bubbles, dark UI, neon red accents, realistic 4K, dark moody cinematic, high contrast. Fast push-in as messages scroll faster. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam3-walletempty-326,black_liquidity,scam-broll,"Close-up of an open wallet with coins and cash sliding out and falling into darkness below, neon red rim lighting, thin haze, shallow depth of field, realistic 4K, dark moody cinematic, high contrast. Slow push-in as the wallet empties. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam3-magnifyingglass-327,black_liquidity,scam-broll,"Extreme close-up of a magnifying glass hovering over a dark fine-print document, a red highlight sweeping slowly across unreadable abstract lines, thin haze, shallow depth of field, realistic 4K, dark moody cinematic, high contrast. Slow push-in as the highlight moves. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam3-emptystage-328,black_liquidity,scam-broll,"Wide shot of an empty stage after an event, folding chairs stacked haphazardly, a single work light glowing red in the center, dramatic shadows, realistic 4K, dark moody cinematic, high contrast. Slow lateral tracking shot across the stage. No text overlay, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam3-callfailed-329,black_liquidity,scam-broll,"Extreme close-up of a disconnected call icon pulsing red on a dark phone screen, thin haze, shallow depth of field, realistic 4K, dark moody cinematic, high contrast. Slow creeping push-in as it pulses. No readable text, no logo, no faces, no brand.",dark-neonred,8s
blackliquidity-scam3-shutteredstore-330,black_liquidity,scam-broll,"Wide shot of a shuttered storefront at night, metal roller shutters down, faint red neon glow reflecting off the wet pavement outside, cinematic depth, realistic 4K, dark moody high contrast. Slow low dolly forward toward the shutters. No text overlay, no logo, no faces, no brand.",dark-neonred,8s
